order_id,order_date,ship_date,customer_name,segment,region,product_name,category,sub_category,quantity,revenue,discount,profit
CA-2016-117590,2016-12-08,2016-12-10,Gene Hale,Corporate,Central,GE 30524EE4,Technology,Phones,7,1097.544,0.2,123.4737
CA-2016-117590,2016-12-08,2016-12-10,Gene Hale,Corporate,Central,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,5,190.92,0.6,-147.963
CA-2015-117415,2015-12-27,2015-12-31,Steve Nguyen,Home Office,Central,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,9,113.328,0.2,35.415
CA-2015-117415,2015-12-27,2015-12-31,Steve Nguyen,Home Office,Central,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,3,532.3992,0.32,-46.9764
CA-2015-117415,2015-12-27,2015-12-31,Steve Nguyen,Home Office,Central,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,3,212.058,0.3,-15.147
CA-2015-117415,2015-12-27,2015-12-31,Steve Nguyen,Home Office,Central,Plantronics HL10 Handset Lifter,Technology,Phones,4,371.168,0.2,41.7564
CA-2017-120999,2017-09-10,2017-09-15,Linda Cazamias,Corporate,Central,Panasonic Kx-TS550,Technology,Phones,4,147.168,0.2,16.5564
CA-2016-101343,2016-07-17,2016-07-22,Ruben Ausman,Corporate,West,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,2,77.88,0.0,3.894
CA-2017-139619,2017-09-19,2017-09-23,Erin Smith,Corporate,South,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,2,95.616,0.2,9.5616
CA-2016-118255,2016-03-11,2016-03-13,Odella Nelson,Corporate,Central,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,2,45.98,0.0,19.7714
CA-2016-118255,2016-03-11,2016-03-13,Odella Nelson,Corporate,Central,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,2,17.46,0.0,8.2062
CA-2014-146703,2014-10-20,2014-10-25,Patrick O'Donnell,Consumer,Central,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,4,211.96,0.0,8.4784
CA-2016-169194,2016-06-20,2016-06-25,Lena Hernandez,Consumer,East,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,3,45.0,0.0,4.95
CA-2016-169194,2016-06-20,2016-06-25,Lena Hernandez,Consumer,East,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,2,21.8,0.0,6.104
CA-2015-115742,2015-04-18,2015-04-22,Darren Powers,Consumer,Central,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,6,38.22,0.0,17.9634
CA-2015-115742,2015-04-18,2015-04-22,Darren Powers,Consumer,Central,Avery 485,Office Supplies,Labels,6,75.18,0.0,35.3346
CA-2015-115742,2015-04-18,2015-04-22,Darren Powers,Consumer,Central,Longer-Life Soft White Bulbs,Furniture,Furnishings,2,6.16,0.0,2.9568
CA-2015-115742,2015-04-18,2015-04-22,Darren Powers,Consumer,Central,"Global Leather Task Chair, Black",Furniture,Chairs,1,89.99,0.0,17.0981
CA-2016-105816,2016-12-11,2016-12-17,Janet Molinari,Corporate,East,Advantus Push Pins,Office Supplies,Fasteners,7,15.26,0.0,6.2566
CA-2016-105816,2016-12-11,2016-12-17,Janet Molinari,Corporate,East,AT&T CL83451 4-Handset Telephone,Technology,Phones,5,1029.95,0.0,298.6855
CA-2016-111682,2016-06-17,2016-06-18,Ted Butterfield,Consumer,East,Home/Office Personal File Carts,Office Supplies,Storage,6,208.56,0.0,52.14
CA-2016-111682,2016-06-17,2016-06-18,Ted Butterfield,Consumer,East,Xerox 232,Office Supplies,Paper,5,32.4,0.0,15.552
CA-2016-111682,2016-06-17,2016-06-18,Ted Butterfield,Consumer,East,Novimex Turbo Task Chair,Furniture,Chairs,5,319.41,0.1,7.098
CA-2016-111682,2016-06-17,2016-06-18,Ted Butterfield,Consumer,East,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,2,14.56,0.0,6.9888
CA-2016-111682,2016-06-17,2016-06-18,Ted Butterfield,Consumer,East,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,2,30.0,0.0,3.3
CA-2016-111682,2016-06-17,2016-06-18,Ted Butterfield,Consumer,East,Plastic Binding Combs,Office Supplies,Binders,4,48.48,0.2,16.362
CA-2016-111682,2016-06-17,2016-06-18,Ted Butterfield,Consumer,East,Prang Dustless Chalk Sticks,Office Supplies,Art,1,1.68,0.0,0.84
CA-2015-135545,2015-11-24,2015-11-30,Kunst Miller,Consumer,West,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,2,13.98,0.0,6.1512
CA-2015-135545,2015-11-24,2015-11-30,Kunst Miller,Consumer,West,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,6,25.824,0.2,9.3612
CA-2015-135545,2015-11-24,2015-11-30,Kunst Miller,Consumer,West,Xerox 1943,Office Supplies,Paper,3,146.73,0.0,68.9631
CA-2015-135545,2015-11-24,2015-11-30,Kunst Miller,Consumer,West,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,4,79.76,0.0,22.3328
US-2015-164175,2015-04-30,2015-05-05,Paul Stevenson,Home Office,Central,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,5,213.115,0.3,-15.2225
CA-2014-106376,2014-12-05,2014-12-10,Brendan Sweed,Corporate,West,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,8,1113.024,0.2,111.3024
CA-2014-106376,2014-12-05,2014-12-10,Brendan Sweed,Corporate,West,netTALK DUO VoIP Telephone Service,Technology,Phones,4,167.968,0.2,62.988
CA-2016-119823,2016-06-04,2016-06-06,Karen Daniels,Consumer,South,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,2,75.88,0.0,35.6636
CA-2016-106075,2016-09-18,2016-09-23,Henry MacAllister,Consumer,East,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,1,4.616,0.2,1.731
CA-2017-114440,2017-09-14,2017-09-17,Tracy Blumstein,Consumer,Central,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,3,19.05,0.0,8.763
US-2015-134026,2015-04-26,2015-05-02,Joel Eaton,Consumer,South,High-Back Leather Manager's Chair,Furniture,Chairs,8,831.936,0.2,-114.3912
US-2015-134026,2015-04-26,2015-05-02,Joel Eaton,Consumer,South,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,2,97.04,0.2,1.213
US-2015-134026,2015-04-26,2015-05-02,Joel Eaton,Consumer,South,Safco Industrial Wire Shelving System,Office Supplies,Storage,1,72.784,0.2,-18.196
US-2017-118038,2017-12-09,2017-12-11,Ken Brennan,Corporate,Central,Economy Binders,Office Supplies,Binders,3,1.248,0.8,-1.9344
US-2017-118038,2017-12-09,2017-12-11,Ken Brennan,Corporate,Central,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,3,9.708,0.6,-5.8248
US-2017-118038,2017-12-09,2017-12-11,Ken Brennan,Corporate,Central,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,3,27.24,0.2,2.724
US-2014-147606,2014-11-26,2014-12-01,Joel Eaton,Consumer,Central,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,5,19.3,0.6,-14.475
CA-2016-127208,2016-06-12,2016-06-15,Stewart Carmichael,Corporate,South,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,1,208.16,0.0,56.2032
CA-2016-127208,2016-06-12,2016-06-15,Stewart Carmichael,Corporate,South,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,3,16.74,0.0,8.0352
CA-2014-139451,2014-10-12,2014-10-16,Duane Noonan,Consumer,West,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,5,14.9,0.0,4.172
CA-2014-139451,2014-10-12,2014-10-16,Duane Noonan,Consumer,West,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,1,21.39,0.0,6.2031
CA-2015-149734,2015-09-03,2015-09-08,Julie Creighton,Corporate,South,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,7,200.984,0.2,62.8075
US-2017-119662,2017-11-13,2017-11-16,Christopher Schild,Home Office,Central,Safco Industrial Wire Shelving,Office Supplies,Storage,3,230.376,0.2,-48.9549
CA-2017-140088,2017-05-28,2017-05-30,Patrick O'Donnell,Consumer,South,Novimex Swivel Fabric Task Chair,Furniture,Chairs,2,301.96,0.0,33.2156
CA-2017-155558,2017-10-26,2017-11-02,Paul Gonzalez,Consumer,Central,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,1,19.99,0.0,6.7966
CA-2017-155558,2017-10-26,2017-11-02,Paul Gonzalez,Consumer,Central,Avery 511,Office Supplies,Labels,2,6.16,0.0,2.9568
CA-2016-159695,2016-04-05,2016-04-10,Gary Mitchum,Home Office,Central,Eldon Portable Mobile Manager,Office Supplies,Storage,7,158.368,0.2,13.8572
CA-2016-109806,2016-09-17,2016-09-22,Jim Sink,Corporate,West,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,3,20.1,0.0,6.633
CA-2016-109806,2016-09-17,2016-09-22,Jim Sink,Corporate,West,Panasonic Kx-TS550,Technology,Phones,2,73.584,0.2,8.2782
CA-2016-109806,2016-09-17,2016-09-22,Jim Sink,Corporate,West,Xerox 1995,Office Supplies,Paper,1,6.48,0.0,3.1104
CA-2015-149587,2015-01-31,2015-02-05,Karl Braun,Consumer,Central,Xerox 1999,Office Supplies,Paper,2,12.96,0.0,6.2208
CA-2015-149587,2015-01-31,2015-02-05,Karl Braun,Consumer,Central,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,3,53.34,0.0,16.5354
CA-2015-149587,2015-01-31,2015-02-05,Karl Braun,Consumer,Central,Ibico Standard Transparent Covers,Office Supplies,Binders,2,32.96,0.0,16.1504
US-2017-109484,2017-11-06,2017-11-12,Roger Barcio,Home Office,West,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,1,5.682,0.7,-3.788
CA-2017-161018,2017-11-09,2017-11-11,Parhena Norris,Home Office,East,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,7,96.53,0.0,40.5426
CA-2017-157833,2017-06-17,2017-06-20,Katherine Ducich,Consumer,West,Trimflex Flexible Post Binders,Office Supplies,Binders,3,51.312,0.2,17.9592
CA-2016-149223,2016-09-06,2016-09-11,Elpida Rittenbach,Corporate,Central,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,6,77.88,0.0,22.5852
CA-2016-158568,2016-08-29,2016-09-02,Rick Bensley,Home Office,Central,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,7,64.624,0.2,22.6184
CA-2016-158568,2016-08-29,2016-09-02,Rick Bensley,Home Office,Central,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,3,95.976,0.2,-10.7973
CA-2016-158568,2016-08-29,2016-09-02,Rick Bensley,Home Office,Central,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,3,1.788,0.8,-3.0396
CA-2016-129903,2016-12-01,2016-12-04,Gary Zandusky,Consumer,Central,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,4,23.92,0.0,11.7208
US-2015-156867,2015-11-13,2015-11-17,Lena Cacioppo,Consumer,West,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,6,238.896,0.2,-26.8758
US-2015-156867,2015-11-13,2015-11-17,Lena Cacioppo,Consumer,West,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,3,102.36,0.2,-3.8385
US-2015-156867,2015-11-13,2015-11-17,Lena Cacioppo,Consumer,West,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,3,36.882,0.7,-25.8174
CA-2017-119004,2017-11-23,2017-11-28,Janet Martin,Consumer,South,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,8,74.112,0.2,17.6016
CA-2017-119004,2017-11-23,2017-11-28,Janet Martin,Consumer,South,Speck Products Candyshell Flip Case,Technology,Phones,1,27.992,0.2,2.0994
CA-2017-119004,2017-11-23,2017-11-28,Janet Martin,Consumer,South,Newell Chalk Holder,Office Supplies,Art,1,3.304,0.2,1.0738
CA-2015-129476,2015-10-15,2015-10-20,Pete Armstrong,Home Office,Central,Logitech Gaming G510s - Keyboard,Technology,Accessories,5,339.96,0.2,67.992
CA-2017-146780,2017-12-25,2017-12-30,Cynthia Voltz,Corporate,East,Magnifier Swing Arm Lamp,Furniture,Furnishings,2,41.96,0.0,10.9096
CA-2016-128867,2016-11-03,2016-11-10,Clay Ludtke,Consumer,Central,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,2,75.96,0.0,22.788
CA-2016-128867,2016-11-03,2016-11-10,Clay Ludtke,Consumer,Central,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,6,27.24,0.0,13.3476
CA-2014-115259,2014-08-25,2014-08-27,Ryan Crowe,Consumer,East,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,14,40.096,0.2,14.5348
CA-2014-115259,2014-08-25,2014-08-27,Ryan Crowe,Consumer,East,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,2,4.72,0.2,1.652
CA-2014-115259,2014-08-25,2014-08-27,Ryan Crowe,Consumer,East,Xerox 1921,Office Supplies,Paper,3,23.976,0.2,7.4925
CA-2014-115259,2014-08-25,2014-08-27,Ryan Crowe,Consumer,East,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,6,130.464,0.2,44.0316
CA-2015-110457,2015-03-02,2015-03-06,Dave Kipp,Consumer,West,Hon Racetrack Conference Tables,Furniture,Tables,3,787.53,0.0,165.3813
US-2015-136476,2015-04-05,2015-04-10,Greg Guthrie,Corporate,South,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,1,157.794,0.7,-115.7156
CA-2016-103730,2016-06-12,2016-06-15,Steven Cartwright,Consumer,East,Artistic Insta-Plaque,Furniture,Furnishings,3,47.04,0.0,18.3456
CA-2016-103730,2016-06-12,2016-06-15,Steven Cartwright,Consumer,East,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,4,30.84,0.0,13.878
CA-2016-103730,2016-06-12,2016-06-15,Steven Cartwright,Consumer,East,"Companion Letter/Legal File, Black",Office Supplies,Storage,6,226.56,0.0,63.4368
CA-2016-103730,2016-06-12,2016-06-15,Steven Cartwright,Consumer,East,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,9,115.02,0.0,51.759
CA-2016-103730,2016-06-12,2016-06-15,Steven Cartwright,Consumer,East,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,7,68.04,0.0,19.7316
US-2014-152030,2014-12-26,2014-12-28,Alan Dominguez,Home Office,Central,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,3,600.558,0.3,-8.5794
US-2014-134614,2014-09-20,2014-09-25,Philip Fox,Consumer,Central,Bevis 44 x 96 Conference Tables,Furniture,Tables,6,617.7,0.5,-407.682
US-2017-107272,2017-11-05,2017-11-12,Troy Staebel,Consumer,West,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,2,2.388,0.7,-1.8308
US-2017-107272,2017-11-05,2017-11-12,Troy Staebel,Consumer,West,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,7,243.992,0.2,30.499
US-2016-125969,2016-11-06,2016-11-10,Lindsay Shagiari,Home Office,West,"Global Task Chair, Black",Furniture,Chairs,2,81.424,0.2,-9.1602
US-2016-125969,2016-11-06,2016-11-10,Lindsay Shagiari,Home Office,West,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,3,238.56,0.0,26.2416
US-2017-164147,2017-02-02,2017-02-05,Dorothy Wardle,Corporate,East,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,5,59.97,0.4,-11.994
US-2017-164147,2017-02-02,2017-02-05,Dorothy Wardle,Corporate,East,Xerox 1916,Office Supplies,Paper,2,78.304,0.2,29.364
US-2017-164147,2017-02-02,2017-02-05,Dorothy Wardle,Corporate,East,Staples,Office Supplies,Fasteners,9,21.456,0.2,6.9732
CA-2016-145583,2016-10-13,2016-10-19,Lena Creighton,Consumer,West,Xerox 195,Office Supplies,Paper,3,20.04,0.0,9.6192
CA-2016-145583,2016-10-13,2016-10-19,Lena Creighton,Consumer,West,Xerox 1880,Office Supplies,Paper,1,35.44,0.0,16.6568
CA-2016-145583,2016-10-13,2016-10-19,Lena Creighton,Consumer,West,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,4,11.52,0.0,3.456
CA-2016-145583,2016-10-13,2016-10-19,Lena Creighton,Consumer,West,Ideal Clamps,Office Supplies,Fasteners,2,4.02,0.0,1.9698
CA-2016-145583,2016-10-13,2016-10-19,Lena Creighton,Consumer,West,GBC Wire Binding Strips,Office Supplies,Binders,3,76.176,0.2,26.6616
CA-2016-145583,2016-10-13,2016-10-19,Lena Creighton,Consumer,West,Fiskars Softgrip Scissors,Office Supplies,Supplies,6,65.88,0.0,18.4464
CA-2016-145583,2016-10-13,2016-10-19,Lena Creighton,Consumer,West,Longer-Life Soft White Bulbs,Furniture,Furnishings,14,43.12,0.0,20.6976
CA-2016-110366,2016-09-05,2016-09-07,Jonathan Doherty,Corporate,East,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,2,82.8,0.2,10.35
CA-2017-106180,2017-09-18,2017-09-23,Sally Hughsby,Corporate,West,Newell 343,Office Supplies,Art,3,8.82,0.0,2.3814
CA-2017-106180,2017-09-18,2017-09-23,Sally Hughsby,Corporate,West,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,3,10.86,0.0,5.1042
CA-2017-106180,2017-09-18,2017-09-23,Sally Hughsby,Corporate,West,Xerox 1911,Office Supplies,Paper,3,143.7,0.0,68.976
CA-2017-155376,2017-12-22,2017-12-27,Sandra Glassco,Consumer,Central,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,3,839.43,0.0,218.2518
CA-2015-110744,2015-09-07,2015-09-12,Helen Andreada,Consumer,West,Safco Industrial Wire Shelving,Office Supplies,Storage,7,671.93,0.0,20.1579
CA-2014-110072,2014-10-22,2014-10-28,Maureen Gastineau,Home Office,East,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,4,93.888,0.2,12.9096
CA-2016-114489,2016-12-05,2016-12-09,Justin Ellison,Corporate,Central,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,11,384.45,0.0,103.8015
CA-2016-114489,2016-12-05,2016-12-09,Justin Ellison,Corporate,Central,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,3,149.97,0.0,5.9988
CA-2016-114489,2016-12-05,2016-12-09,Justin Ellison,Corporate,Central,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,8,1951.84,0.0,585.552
CA-2016-114489,2016-12-05,2016-12-09,Justin Ellison,Corporate,Central,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,5,171.55,0.0,80.6285
CA-2016-158834,2016-03-13,2016-03-16,Tamara Willingham,Home Office,West,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,5,157.92,0.2,17.766
CA-2016-158834,2016-03-13,2016-03-16,Tamara Willingham,Home Office,West,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,2,203.184,0.2,15.2388
CA-2015-124919,2015-05-31,2015-06-02,Stephanie Phelps,Corporate,West,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,7,58.38,0.0,26.271
CA-2015-124919,2015-05-31,2015-06-02,Stephanie Phelps,Corporate,West,Xerox 1883,Office Supplies,Paper,4,105.52,0.0,48.5392
CA-2015-124919,2015-05-31,2015-06-02,Stephanie Phelps,Corporate,West,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,6,80.88,0.0,21.0288
CA-2015-118948,2015-05-28,2015-06-03,Neil Knudson,Home Office,West,Newell 311,Office Supplies,Art,3,6.63,0.0,1.7901
CA-2014-104269,2014-03-01,2014-03-06,Dave Brooks,Consumer,West,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,2,457.568,0.2,51.4764
CA-2016-114104,2016-11-20,2016-11-24,Nora Paige,Consumer,Central,Avery 519,Office Supplies,Labels,2,14.62,0.0,6.8714
CA-2016-114104,2016-11-20,2016-11-24,Nora Paige,Consumer,Central,Avaya 5420 Digital phone,Technology,Phones,7,944.93,0.0,236.2325
